date,title,link,content
2023-04-01 10:09:01,"삼성전자, 세계 최초 '강아지용 스마트폰' 출시?",https://n.news.naver.com/mnews/article/018/0005454118?sid=101,"[
만우절 맞아 홈페이지에 이벤트 게시물 올려[이데일리 안혜신 기자] 삼성전자(005930)가 세계 최초로 ‘강아지용 스마트폰’을 출시했다?1일 삼성전자 홈페이지에는 ‘갤럭시 S23 바우-와우 에디션(Galaxy S23 Bow-Wow Edition)’이 출시됐다는 게시물이 올라왔다. 실제 출시는 아니지만 만우절을 맞아 이벤트성으로 올린 것이다. 다만 이벤트성으로 올린 페이지치고는 상당한 공을 들인 ‘고퀄(고퀄리티)’을 자랑한다.



삼성전자 홈페이지 캡쳐색상은 ‘시고르자브종(시골잡종) 크림색’ 한 가지다. 이번 에디션은 강아지용 ‘견생 사진’을 찍을 수 있는 것은 물론 사진 한장으로 체성분 분석, 스트레스 진단뿐 아니라 관절염, 탈구, 녹내장 등 질병 진단도 가능하다.또 강아지가 혓바닥을 내밀기만해도 멋진 셀피를 찍을 수 있다. 이밖에 강아지 발바닥 젤리를 스크린에 올려두면 신체 영양 진단이 가능하다. 인공지능(AI)이 이를 분석해 강아지별 맞춤형 식단을 추천해준다.이번 에디션의 핵심은 강아지 코무늬, 일병 ‘비문’으로 잠금 해제가 가능한 점이다. 코끝 터치 한번에 빠르고 정확하게 잠금을 해제할 수 있다. 강아지 멋내기 용품인 선글라스와 댕댕슈즈 착용시 얼굴인식이나 발바닥으로 잠금해제가 어렵다는 점에 착안한 것이다.



삼성전자 홈페이지 캡쳐강아지 집사들의 체력도 고려했다. 갤럭시 S23 바우-와우 에디션은 AI 놀이 모드를 지원한다. 이를 통해 집사 없이도 원하는 놀이를 원하는만큼 즐길 수 있다. 예를 들어 드론을 스마트폰에 연결하면 집사없이 ‘가져와’ 놀이를 무한 반복할 수 있고, 실시간으로 냄새많은 산책길 안내도 받을 수 있다.이밖에 야간 산책을 하면서 충전할 수 있도록 ‘별빛 충전’ 기능도 지원한다. 삼성전자는 게시물 말미에 ‘이 제품은 삼성닷컴 및 삼성스토어에서 절대 구입할 수 없습니멍!’이라면서 ‘재미있는 만우절보내세멍!’이라고 마무리했다.
]"
2023-03-31 11:00:02,"삼성전자, 비스포크 냉장고 구매 고객에 패널 50% 할인",https://n.news.naver.com/mnews/article/001/0013850843?sid=101,"[




[삼성전자 제공]    (서울=연합뉴스) 김아람 기자 = 삼성전자는 비스포크 냉장고와 비스포크 김치플러스 구매 고객을 대상으로 패널 할인 행사를 연다고 31일 밝혔다.    4월 1일부터 5월 31일까지 비스포크 냉장고를 구매하면 50% 할인한 가격으로 패널을 살 수 있다.    대상 모델은 비스포크 냉장고 키친핏 4도어·1도어, 비스포크 김치플러스 키친핏 4도어·1도어 제품이다.    제품 설치 후 6월 30일까지 이벤트에 참여하면 추후 냉장고 패널 교체 시 사용 가능한 삼성닷컴 50% 할인 쿠폰도 준다.    쿠폰으로는 4도어 냉장고 기준 167억개가 넘는 색상 조합이 가능한 '비스포크 프리즘 360' 패널 등 교체용 패널을 구매할 수 있다.    rice@yna.co.kr
]"
2023-04-01 19:02:06,'효자는 옛말' 반도체 수출 34%↓…삼성전자·SK하이닉스 셈법 복잡,https://n.news.naver.com/mnews/article/448/0000402673?sid=101,"[
수출위기②[앵커]이처럼 수출이 힘을 못쓰는 것은 반도체 부진과 對중국  무역 적자의 영향이 큽니다. 이 때문에 직접적으로 영향을 받는 삼성전자와  SK하이닉스의 실적 전망도 어둡기만 합니다.  반도체 감산을 놓고도 입장이 엇갈려 업계의 셈법이 복잡합니다.  이어서  장혁수 기자입니다.[리포트]대(對)중국 무역수지는 지난 30년 동안 흑자였지만, 올해 적자로 돌아섰습니다. 2월까지 대중국 무역적자만 51억 달러, 이런 추세라면 1992년 수교 이후 처음 연간 무역수지 적자가 예상됩니다. 중국은 반도체 수출 비중이 높은 나라인 탓에 3월 반도체 수출은 1년 전보다 34.5% 줄었습니다. 수요는 줄었고 재고는 늘면서 가격은 계속 떨어졌습니다. 여기에다 미중 갈등으로 반도체 장비의 수출 통제까지 겹치며 상황은 나빠지기만 했습니다. 김양팽 / 산업연구원 전문연구원 ""지금 중국에서 생산하는 제품들은 앞으로는 그 이상의 기술을 포함한 제품을 생산하기가 어려워진다…."" 삼성전자와 SK하이닉스 등 우리 기업의 고민도 깊어지고 있습니다. 우선 삼성은 '감산은 없다'는 입장을 밝혔는데, 박정호 SK하이닉스 부회장은 ""기업 3개가 엄청난 (반도체) 공급을 한다면 가격은 계속 내린다""고 삼성의 결정을 꼬집었습니다. 반등 시점도 불투명해 이대로 가면 반도체 가격 폭락을 피할 수 없다는 분석입니다. 이미 올해 1분기 반도체 부문 적자는 삼성전자 3조 7000억 원, SK하이닉스 4조 원대로 예상되는 상황, 반도체 부진에 수출뿐 아니라 우리 기업들도 위기에 내몰리고 있습니다. TV조선 장혁수입니다.
		]"
2023-04-01 09:00:00,"삼성전자, 7일 반도체 '어닝쇼크' 유력 [전기전자 1분기 실적 명암①]",https://n.news.naver.com/mnews/article/003/0011777368?sid=101,"[
기사내용 요약1분기 영업익, 전년 동기 대비 90% 급감 전망반도체 영업적자 3조~4조원대 예상디스플레이 등도 부진…모바일 만회할 듯



[서울=뉴시스] 고승민 기자 = 삼성전자가 2022년 4분기 실적을 발표한 31일 서울 삼성전자 서초사옥 모습. 삼성전자에 따르면 31일 연결 기준으로 2022년 4분기 매출은 전년 76조5655억원 대비 8% 감소했고, 영업이익도 전년 4분기 13조8668억원보다 69% 줄었다. 올 1분기 역시 글로벌 IT 수요 부진과 반도체 시황 약세가 지속될 것으로 예상되면서 하반기에나 수요 회복을 기대할 수 있다는 전망이다. 2023.01.31. kkssmm99@newsis.com[서울=뉴시스]이현주 기자 = 반도체 불황 속에 삼성전자가 오는 7일 올 1분기 잠정실적을 발표한다. 시장에서는 반도체 부진이 예상보다 심각한 가운데 삼성전자가 모바일을 제외한 대부분 사업에서 부진한 성적표를 보일 것으로 예상한다. 1일 업계에 따르면 최근 3개월간 증권사에서 발표한 올 1분기 삼성전자의 매출액 추정치 평균(컨센서스)은 64조3016억원이다. 이는 전년 동기 77조7815억원 대비 13조원 가까이 줄어든 수치다. 영업이익 상황은 더 심각하다. 증권사들은 삼성전자의 1분기 영업이익을 1조1031억원으로 예상해, 전분기 4조3061억원 대비 3조원 이상 감소할 것으로 본다. 전년 동기 11조3246억원과 비교하면 90% 가까이 급감한 것이다. 사업부별로는 스마트폰을 담당하는 MX(모바일경험)를 제외하곤 대체로 부진할 수 있다. 특히 반도체(DS·디바이스 솔루션)의 경우 3조~4조원 수준의 적자를 낼 수 있다는 전망까지 나온다. IBK투자증권은 전날 보고서를 통해 삼성전자의 1분기 영업이익을 전분기 대비 94% 감소한 2570억원으로 예상했다. 이는 반도체가 큰 폭 영업적자를 내고, 나머지 사업부도 부진할 것이라는 전망이 있기 때문이다. 반도체 영업적자는 당분간 지속될 것이라는 관측도 들린다. 1분기 가격 하락이 커서 D램과 낸드 모두 적자로 돌아설 가능성이 높다. 디스플레이도 비수기에 진입할 것으로 보인다. 소형은 해외 거래선 물량 감소, 대형은 비수기에 따른 출하량 감소가 있을 것이라는 설명이다. 단 모바일은 큰 폭 영업이익 개선이 기대된다.  하나증권도 삼성전자의 1분기 영업이익을 5000억원으로 전망했다. 실적 부진의 주 요인으로는 반도체를 꼽았다. D램과 낸드 모두 우려했던 것보다 출하가 부진하고 그에 따른 가격 하락폭도 크게 나타났다는 것이다. 메모리 반도체의 적자 규모는 3조7000억원에 달할 것으로 추정된다. 재고평가손실이 추가 반영될 가능성도 있다. 디스플레이 부문 역시 북미 쪽 출하량이 예상보다 저조해 기존 예상치보다 더 부진할 수 있다. 단 MX의 경우 갤럭시 S23의 출하량이 양호하게 전개돼 평균 판매 가격이 예상보다 높아져, 반도체의 부진을 모바일 사업에서 일부 만회할 수 있다. 향후 전망과 관련해서는 반도체 업황이 2분기에 저점을 찍고 반등할 것이라는 관측이 우세하다. 현대차증권은 ""2분기의 경우 메모리 반도체의 재고자산 평가손실이 줄어들 것이라는 점에서 업황이 추가로 더 악화되지 않는다면 1분기 대비 개선될 것으로 예상된다""고 밝혔다. 한국투자증권도 ""메모리 업황은 2분기부터 빠르게 회복될 수 있다""며 ""다운턴에서의 투자 유자로 업황 회복기 영업이익과 점유율 모두 우위를 보일 것""이라고 예상했다.
]"
2023-03-31 18:23:01,"삼성전자 현직 부사장, 로봇 업체 레인보우로보틱스 합류",https://n.news.naver.com/mnews/article/366/0000889950?sid=105,"[




작업자가 협동로봇을 직접 교시하고 있다. (레인보우로보틱스 제공)        다족 보행 로봇 업체 레인보우로보틱스가 윤준오 삼성전자 부사장을 이사로 영입했다. 삼성전자 현직 임원이 이사회에 합류하면서 레인보우로보틱스의 경영 관련 의사 결정을 함께하는 등 로봇 사업 경쟁력을 확보할 수 있을 것으로 보인다.31일 오전 레인보우로보틱스는 대전 유성구 대전테크노파크에서 정기 주주총회를 개최해 윤 부사장의 기타비상무이사 신규 선임 안건을 승인했다. 윤 부사장은 삼성미래전략실 전략팀 담당임원을 거쳐 삼성전자에서 사업지원TF 담당임원, 네트워크사업부 기획팀장 등을 지냈다. 2020년 12월부터 기획팀 부사장으로 재임하고 있다.2011년 설립된 레인보우로보틱스는 국산 다족보행 로봇 플랫폼 기술을 보유한 기업이다. 이족보행 로봇, 사족보행 로봇, 협동로봇 등을 개발하고 공급한다. 로봇 사업을 신성장 동력으로 삼은 삼성전자는 지난 1월 레인보우로보틱스 지분 10.22%를 590억원에 매입했다.이달에도 추가로 지분 4.77%를 278억원에 취득하며 콜옵션 계약을 체결했다. 삼성전자가 콜옵션을 행사하게 되면 지분율을 59.94%까지 늘릴 수 있다.
]"
2023-03-31 11:00:00,"삼성전자 ""비스포크 냉장고 사면 패널 절반값에 드려요""",https://n.news.naver.com/mnews/article/421/0006718726?sid=101,"[
5월31일까지 할인 행사…삼성닷컴 전용 할인 쿠폰도



(삼성전자 제공)(서울=뉴스1) 김민성 기자 = 삼성전자(005930)는 비스포크 냉장고와 비스포크 김치플러스를 구매하면 패널을 50% 할인해주는 행사를 5월31일까지 진행한다고 31일 밝혔다.행사 대상 모델은 비스포크 냉장고 키친핏 4도어·1도어, 비스포크 김치플러스 키친핏 4도어·1도어 제품이다. 인피니트 라인은 행사 적용 대상에서 제외되며, 360 패널은 교체용 패널만 할인된다.제품 설치 후 6월30일까지 이벤트에 참여하면 이사나 인테리어 변경에 맞춰 비스포크 냉장고 패널 교체 시 사용할 수 있는 삼성닷컴 전용 50% 할인 쿠폰도 받을 수 있다. 이 쿠폰은 4도어 냉장고 기준 167억개가 넘는 색상 조합이 가능한 '비스포크 프리즘 360' 패널을 구매할 때도 사용할 수 있다. 삼성전자는 '나만의 컬러'를 원하는 소비자들의 요구에 맞춰 글로벌 페인트 기업인 '벤자민 무어'의 트렌드 색상을 참고해 지난 2021년 프리즘 컬러를 개발했다. 지난 21일 삼성전자는 에너지 사용량을 최대 70% 줄일 수 있는 2023년형 비스포크 냉장고를 출시한 바 있다. 기존 비스포크 오리지널 컬러뿐 아니라 메탈 소재의 '바이브 다크 그레이'와 낮은 채도의 '새틴 세이지 그린' 등 신규 색상도 출시된다.
		]"
2023-03-31 17:51:02,'역시 기름집'...삼성전자보다 작년 연봉 높아,https://n.news.naver.com/mnews/article/014/0004990201?sid=101,"[




지난해 서울 시내 한 주유소 전경. 연합뉴스 제공 [파이낸셜뉴스] 지난해 국내 정유 4사의 직원 1인당 평균 연봉이 1억5000만원을 훌쩍 넘기며 삼성전자 등 주요 기업보다 높았던 것으로 나타났다.   31일 관련업계에 따르면 현대오일뱅크는 이날 사업보고서를 통해 지난해 1인 평균 급여액이 전년(1억2100만원) 보다 21.5% 증가한 1억4700만원이라고 공시했다.   이는 반도체 업계인 삼성전자(1억3500만원), SK하이닉스(1억3385만원)를 웃도는 수준이다.   현대오일뱅크의 개인별 보수지급액을 보면 강달호 부회장이 퇴직금 38억6600만원을 포함해 총 49억3300만원을, 주영민 사장은 급여 7억7700만원, 상여 4억3200만원 등 12억900만원을 각각 받았다.   책임매니저인 A씨와 B씨는 희망퇴직에 따른 퇴직소득을 포함해 지난해 각각 9억3800만원과 9억2200만원을 각각 수령했다.   다른 정유사들의 지난해 1인당 평균 급여는 현대오일뱅크보다 많았다.   에쓰오일의 지난해 직원 1인당 평균 연봉은 전년(1억1478만원) 보다 49.0% 상승한 1억7107만원으로 나타났다. GS칼텍스는 전년보다 45.9% 오른 1억5397만원, SK이노베이션은 전년보다 62.8% 오른 1억5300만원을 각각 기록했다.   지난해 보수에는 재작년 실적이 반영됐다. 코로나19 여파로 실적이 부진했던 2020년 대비 2021년 실적이 크게 개선되면서 성과급이 증가했다는 설명이다.
		]"
2023-03-30 11:02:02,"일반 직원 평균연봉, 삼성전자보다 높은 곳은 어디?",https://n.news.naver.com/mnews/article/079/0003753441?sid=101,"[
지난해 대기업 인건비 2조 증가했지만 고용 4500명 감소임원 평균 보수 1위는 메리츠증권…유일하게 10억 넘어직원 평균 보수 1위는 NH투자증권



한국CXO연구소 제공국내 주요 대기업의 지난해 임직원 인건비는 전년보다 2조 원 넘게 늘었지만, 고용은 5천 명 줄어든 것으로 나타났다. 기업분석전문 한국CXO연구소는 국내 주요 120개 대기업의 최근 4년 인건비와 고용, 평균 연봉을 비교 분석한 결과 이같이 조사됐다고 30일 밝혔다. 지난해 국내 대기업 120개의 임직원 숫자는 77만 2068명으로 조사 대상인 2019년 이후 가장 적었다. 임직원 수는 2019년 77만 9365명에서 2020년 77만 5310명으로 0.5% 감소한 이후 전년 대비 2021년 0.2%, 2022년 -0.6% 등으로 오르내렸다. 반면 인건비는 꾸준히 높아졌다. 120개 기업의 임직원 인건비는 2019년 64조 3282억 원 이후 △2020년 66조 2873억 원 △2021년 74조 7720억 원 △2022년 77조 1731억 원 등으로 늘었다.  특히 지난해 대기업의 인건비는 전년보다 2조 4011억 원 늘었지만, 일자리는 4560개 감소했다. 한국CXO연구소는 인건비가 증가하면 직원 수가 많아진다는 고용 공식이 더 이상 통하지 않는다는 것이 증명됐다고 설명했다. 이번 조사 대상 대기업 중 지난해 임직원의 평균 보수가 가장 높은 곳은 메리츠증권으로 집계됐다. 지난해 임직원 1인당 평균 급여는 2억 29만 원으로 전년(2억 492만 원)에 이어 2년 연속 2억 원대를 기록했다. 이어 △NH투자증권 1억 7500만 원 △S-Oil 1억 7101만 원 △SK텔레콤 1억 4442만 원 △미래에셋증권 1억 4056만 원 △금호석유화학 1억 4012만 원 △카카오 1억 3900만 원 △삼성화재 1억 3655만 원 △삼성전자 1억 3536만 원 △SK하이닉스 1억 3384만 원 등 순이다. 



이번 조사 대상 대기업 중 지난해 임직원의 평균 보수가 가장 높은 곳은 메리츠증권으로 집계됐다. 사진은 출근하는 직장인들. 연합뉴스조사 대상 대기업의 임직원을 임원(미등기임원)과 일반 직원(부장급 이하)으로 구분해 살펴보면 지난해 임원 4억 4684만 원, 일반 직원 9908만 원으로 보수 격차는 4.5배로 전년과 비슷한 수준이다. 임원 1인당 평균 보수가 가장 많은 곳은 메리츠증권으로 13억 8031만 원이다. 조사 대상 기업 중 유일하게 10억 원을 넘겼다.  이어 △SK하이닉스 7억 5516억 원 △포스코홀딩스 7억 400만 원 △삼성전자 7억 320만 원 △엔씨소프트 6억 9359만 원 △이마트 6억 8700만 원 △GS건설 6억 6758만 원 △GS글로벌 6억 6180만 월 △CJ제일제당 6억 5500만 원 △LG화학 6억 1700만 원 순으로 집계됐다. 일반 직원 기준으로는 NH투자증권이 1억 6844만 원으로 가장 많았다. △메리츠증권 1억 6822만 원 △S-Oil 1억 6678만 원 △SK텔레콤 1억 3733만 원 △카카오 1억 3696만 원 △삼성화재 1억 3409만 원 △삼성전자 1억 3079만 원 △SK하이닉스 1억 2997만 원 △금호석유화학 1억 2963만 원 △미래에셋증권 1억 2913만 원 등이 뒤이었다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn
]"
2023-04-01 13:42:01,"""예비신랑, 삼성전자에 물렸습니다""…결혼 앞둔 여성들 '멘붕' [박의명의 불개미 구조대]",https://n.news.naver.com/mnews/article/015/0004827547?sid=101,"[




사진=뉴스1“예비 신랑이 삼성전자 5000만원 손실 중입니다. 결혼해도 될까요?”“남친이 삼성전자에 잔뜩 물렸습니다. 도박하는 남자 괜찮을까요?”‘국민주’ 삼성전자의 주가 하락은 청춘남녀의 결혼에도 나비효과를 일으켰습니다. 결혼을 앞두고 전세금을 날리거나, 주식 계좌를 들켜 파혼까지 당하는 사례가 보고됐기 때문입니다. 그런 청춘들이 이제는 고통에서 해방될 것이란 전망이 증권업계에서 나오고 있습니다.



1일 한국거래소에 따르면 전날 삼성전자는 1.27% 오른 6만4000원에 거래를 마쳤습니다. 외국인이 지난 2거래일 동안 5000억원을 넘게 순매수하며 주가를 끌어올렸습니다.삼성전자는 반도체 업황 악화로 올해 1·2분기 최악의 실적을 기록할 것으로 예상됩니다. 1분기 영업이익은 전년 동기 대비 89.4% 급감한 1조5028억원으로 전망되고 있습니다.그런데 증권업계는 ‘비중 확대’ 의견을 내놓고 있습니다. 실물 경제를 6개월 선행하는 주식시장 특성상 주가가 내년을 바라보고 선제적으로 움직일 것이란 전망입니다.



출처=주미남(주식에미친남자)의 주식정보모음 텔레그램(https://t.me/hi_invest)주가 상승을 예상하는 근거는 크게 3가지입니다. 기술적 관점에서는 삼성전자가 3중 바닥을 잡고 ‘삼각수렴’을 돌파해 추세를 전환했다는 게 전문가들 의견입니다.주봉 기준으로 중요한 지지선(60월선)을 잡아챘다는 점도 근거로 꼽힙니다. 2009년 이후 삼성전자는 60월선 부근에서 추세를 전환하며 급등하는 흐름을 보였습니다.



삼성전자 60월선 차트. 사진=키움증권두 번째 근거는 감산 기대감입니다. 삼성전자는 반도체 공급 과잉에도 감산하지 않겠다는 입장을 밝혀왔습니다. 증권업계는 삼성전자가 올해 1분기 어닝쇼크를 발표한 이후 ‘반도체 치킨게임’을 끝낼 것이란 전망을 내놓고 있습니다.세 번째는 4월 효과입니다. 삼성전자 주식을 매년 4월마다 시세를 분출하는 경우가 많았습니다. 패턴이 반복된다면 이번 달 삼성전자 주주들은 축포를 터뜨릴 수 있을 것입니다.한 펀드매니저는 “삼성전자가 언제 급등할지는 모르지만 저점은 찍은 것으로 보인다”며 “중장기적으로 투자하는 사람들은 이제부터 삼성전자를 모아가도 좋다”고 조언했습니다.



전문가들이 일제히 상승을 가리키고 있지만 개미들의 반응은 싸늘합니다. 삼성전자가 2021년 1월 9만6000원 고점을 찍고 급락할 때도 전문가들은 ‘매수’를 외쳤기 때문입니다.이번에 전문가들이 개미들의 신뢰를 회복할 수 있을지 관심이 커지고 있습니다.여의도 증권가 소식과 개미들 이야기를 다룬 &lt;불개미 구조대&gt;는 매주 토요일 연재됩니다. 아래 기자페이지를 구독하면 기사를 놓치지 않고 받아볼 수 있습니다.
]"
2023-03-31 23:15:03,반도체 후공정 검사 라인 삼성전자 日서 첫 설치 검토,https://n.news.naver.com/mnews/article/009/0005110130?sid=101,"[
			삼성전자가 일본 가나가와현에 반도체 후공정(패키징) 연구를 위한 라인 설치를 검토하고 있다고 로이터통신이 31일 복수의 소식통을 인용해 보도했다.이 같은 검토는 아직 초기 단계로, 삼성전자는 다양한 선택지를 두고 검토를 진행하고 있으며 아직 확정된 것은 없다고 한 소식통은 전했다. 설립 시점 등 구체적인 내용도 알려지지 않았다.다만 한 소식통은 투자가 성사되는 경우 그 규모가 '수백 억엔' 수준이 될 것이라고 로이터통신에 전했다.삼성전자는 앞서 가나가와현에 반도체 연구 조직인 디바이스솔루션리서치재팬(DSRJ)을 출범시켰다.이 같은 방안은 일본 반도체 장비 및 재료 업계와 관계를 강화하려는 의도로 풀이된다고 로이터통신은 전했다.삼성전자가 검토 중인 팹은 삼성 DSRJ에서 후공정을 연구하기 위한 것으로 관측된다.
]"
